"Data Source","World Development Indicators",

"Last Updated Date","2018-11-14",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Antigua and Barbuda","ATG","Urban population growth (annual %)","SP.URB.GROW","2.80966682174508","-0.118548253898253","0.182323766263956","0.390874054604648","0.470652993523714","0.463954346790849","0.434968511623869","0.410806561215393","0.346975437076302","0.230649913741692","0.534654301470129","1.84260550889289","1.67746699228442","1.50740709775147","1.39000947910593","1.2567416627311","1.17662736134683","1.04326441777192","0.846637408070542","0.513226550933635","0.114130554115184","-0.283598740574058","-0.613268257701989","-0.892969856364341","-1.0546752620735","-1.11091907328908","-1.17307019083772","-1.17861556352146","-0.938618335321676","-0.415290028167794","0.334909272914474","1.01899909057499","0.576466778732718","1.10599060393226","1.42745629191348","1.5234244571848","1.59114556178751","1.65144591382133","1.57126607142153","1.33279773810413","0.995517203719504","0.534820216300951","-0.631690566648088","-0.876081979263842","-0.982511776985415","-0.973085848966716","-0.947801354530643","-0.945146181258422","-0.96205560113745","-0.979369854994076","-1.04138402572961","-0.94660901023947","0.40563070260624","0.383831100920406","0.378346194932115","0.356906921482058","0.415452201442437","0.497068326361211",
"Australia","AUS","Urban population growth (annual %)","SP.URB.GROW","2.78339649468229","2.49380799303402","2.79028252437871","2.26139340712595","2.30233483788823","2.2925258042347","2.61008622269965","1.46246518634033","1.96154644599929","2.28884250561358","2.16442488235729","3.57177653156145","2.02807807993636","1.71602303917154","2.71807764469217","1.41534110486911","1.18529202348741","1.30661886690409","1.34133802353508","1.25760545736237","1.39326229376982","1.75969603616119","1.63252684649859","1.21668643123604","1.09718916309405","1.33346824486188","1.60392851144369","1.48591410952305","1.60229012217722","1.65747051532311","1.44486746340481","1.239458624037","1.07512520970029","0.828135993194965","0.906907711008238","1.05501750476427","1.15939206800333","0.964066497523518","0.884967261973617","0.984991170590809","1.03213873124927","1.18796106712273","1.36552341294138","1.37756081460967","1.30152936202965","1.46058120993102","1.61463706779604","0.76861501629068","2.14657127926835","2.20221763850756","1.69528537779197","1.52795741614347","1.9049517781231","1.87536404496294","1.65276717348239","1.57964360520351","1.61366232634063","1.71152556041972",
"Austria","AUT","Urban population growth (annual %)","SP.URB.GROW","0.684001618744037","0.693616918619887","0.688471400592561","0.719407567673838","0.742017957376947","0.725129201738544","0.778261603323399","0.822710089949633","0.594482374228103","0.420510193984","0.425870620044707","0.512120901956982","0.596495457290511","0.569350304239537","0.185526977301486","-0.250023852952947","-0.161373852668961","0.0537056723751644","-0.0656801457250336","-0.155150462665252","0.0153962405115903","0.21372220737912","-0.333003715206017","-0.567951937555925","-0.417404010203336","-0.36429404481182","-0.354093543946034","-0.356097125241776","-0.281167820809233","0.0259896516151055","0.332494357748522","0.567072341992738","0.665705624472983","0.386303389032001","-0.0570296951622662","-0.290743621754919","-0.31406622796653","-0.336146843405769","-0.345078397907957","-0.262302086402193","-0.220175991539749","-0.0816252765125744","0.0253698675997875","0.0166746410827647","0.146033119948255","0.204609524563365","0.0158696802034512","-0.16052793407859","-0.173990969023818","-0.227452142237554","-0.253173145767403","-0.158921841854284","0.511947895650249","0.919560199445851","1.11238523257782","1.44900148037757","1.41006179973647","1.15277589120397",
"Azerbaijan","AZE","Urban population growth (annual %)","SP.URB.GROW","2.74825913634397","2.8356949176045","2.86663466623362","2.80904109266889","2.64664829817435","2.41961963870533","2.18023886035456","1.96666277843142","1.77686970823572","1.62816235225463","2.19889179884024","2.90119010096879","2.7858788282637","2.68778960371414","2.3700869403947","2.07371397708802","2.03594237029091","2.00268875927098","1.98178667329441","1.90381559534264","1.82257246729983","1.81717785557867","1.81974388940517","1.82963753623354","1.92267396917087","2.01925788789037","2.0400236049089","2.0483981399429","2.04494488295017","1.58478746240299","-0.121862643277665","0.977665500009378","0.935187970086095","0.937788827463162","0.765057342747041","0.561539448738864","0.414267131128686","0.369412687908159","0.346417134807344","0.696083253664727","1.21344378120309","1.16515638336764","1.13311843032047","1.14502413490342","1.26130075641327","1.40475551381099","1.47962600704689","1.51533013846802","2.47801108138936","2.45286958706445","1.59505668203145","1.73459458477812","1.78634791175657","1.7785151839915","1.75849805273914","1.72630914534638","1.6774015137061","1.64994816233858",
"Burundi","BDI","Urban population growth (annual %)","SP.URB.GROW","3.79158120601115","3.71801384897082","3.71154384208381","3.71946954367727","3.85117784050579","4.89658020612091","6.71234841826884","6.87650551059684","6.81460228140371","6.56156141873201","6.13807919684831","5.73019375043655","5.41319280625905","5.22846045896427","5.37944815986","5.74038828916252","6.08882066627413","6.41453906893271","6.65301338649354","6.74068850401873","6.32774833950098","6.26073796828637","6.30288634838739","6.32333106249052","6.42160667966147","6.4879930558817","6.60903012895637","6.65328193502703","6.59676074942555","6.42105482751682","6.16935422359577","5.20322711613675","4.90671301019307","4.6926656341989","4.48253270180251","4.29856651835442","4.06645589554592","3.90968429852084","3.9522580998988","4.08260408300226","4.50027407260328","4.96863829493526","5.37220655351358","5.65941593863876","5.80526317955304","5.84769382903071","5.887605289556","5.92062962815172","5.91941696941168","5.83256521858265","5.75249864922666","5.63897894725654","5.53238640290508","5.50536322069695","5.52057770939178","5.5933383811434","5.66961362757246","5.71534281249808",
"Belgium","BEL","Urban population growth (annual %)","SP.URB.GROW","0.759423770167147","0.433816323856793","0.533017016698586","0.915794256204351","1.11115342068688","1.06824652823574","0.833160443167007","0.710896228336503","0.54420093148408","0.430541275525721","0.243645667860495","0.323874200357378","0.529821731166036","0.449520609851027","0.447194464460881","0.418186874504532","0.305611529457647","0.34099689681079","0.302981544320622","0.290728636147504","0.304359706727125","0.158681432731581","0.0795434344559162","0.0965557068644852","0.100814218077342","0.128864885946401","0.132542983988361","0.181015498938072","0.41048685883425","0.454674686469994","0.386473447431904","0.458708968466601","0.489648012030033","0.473469732274633","0.38889489030352","0.289038165403975","0.271829214060208","0.317332906060917","0.287787745843932","0.300301131948299","0.308431312307231","0.402615693084428","0.504840005818933","0.475187017156648","0.48827848090044","0.604479238401223","0.711907500572579","0.786651495882079","0.841239515661802","0.853791422542778","0.962809676840454","1.4349657794611","0.773105937532552","0.535210992935001","0.279357211228507","0.623385919307908","0.550223217018871","0.400948431673052",
"Benin","BEN","Urban population growth (annual %)","SP.URB.GROW","7.43969021952628","7.47430908165631","7.53371928637107","7.58925496930565","7.64296753070897","7.68439167994082","7.73779152158566","7.7710847935625","7.79580983850224","7.78653901659462","7.77871399778563","7.75115318785802","7.74296795892994","7.70946115380915","7.70968432243665","7.70200471862231","7.705922147547","7.67110738791945","7.6544885405272","6.95359417167165","5.14447418767381","5.15698651149958","5.1830524191405","5.20065207343501","5.21277122619651","5.21769846069738","5.21676796672267","5.21220652056301","5.25452105223513","5.33422986266313","5.44874304064807","5.56278128619734","5.11113263204468","4.35954303873311","4.28304165947438","4.14327568391366","3.99324562307151","3.87183165844379","3.79499530974128","3.7864934784364","3.81702169305369","3.84733206319961","4.03684625085794","4.31242271197826","4.26955920101675","4.20328791895153","4.13789191989028","4.08641880982067","4.04564266130049","4.01668380136035","4.00370317732427","3.9914300911455","3.97562220571731","3.95510987205757","3.94922726080568","3.93740890619119","3.92538921472597","3.91148765394306",
"Burkina Faso","BFA","Urban population growth (annual %)","SP.URB.GROW","3.38017440218099","3.36468678941805","3.33676362069978","3.37451106845539","3.42576082454408","3.48082903963588","3.56231812040712","3.65133120226796","3.68351012333912","3.72622471637578","3.73323397606585","3.72235851840829","3.77293972346025","3.77848762693428","3.81081131775125","3.8671902998486","6.85673133067011","8.96436422005766","9.02036575773048","9.06077601685732","9.1399905509734","9.18766124678787","9.24387905059841","9.27268470295692","9.25885808475097","9.19714103809721","6.5485251180349","4.45884255978515","4.47116822652012","4.47753962721932","4.50010301584647","4.50595799521056","4.52398909838869","4.52835329439646","4.54041862157171","4.55314112523746","4.5725681720294","5.77600824223347","6.72501862697912","6.71870921502206","6.71556371526171","6.6851817123201","6.67560334455822","6.65900879267902","6.66268286996798","6.64807793204495","6.64524135254221","5.91043714998679","5.3375402594592","5.31583751748708","5.29393985799638","5.26877701323506","5.23817327384382","5.20368283571296","5.16926494921094","5.12838466517782","5.08585001125807","5.03262404822907",
"Bangladesh","BGD","Urban population growth (annual %)","SP.URB.GROW","4.67343867285849","5.5959294050874","6.94078875574015","6.9821644484768","7.04910402418196","7.1592089720413","7.27956367647268","7.35220026914268","7.25003536116022","6.95408544137331","6.5284242042152","6.07103093166276","5.7203443975374","5.56405581480053","7.19350814740493","10.5190528300969","10.7756280122623","10.9302713200921","11.0153025936193","10.966878874965","10.8403191901406","8.92537271167274","5.26179754401176","5.22572461261746","5.22091135224933","5.20678922817979","5.20316649737791","5.17983030330416","5.13179038986767","5.03218274374122","4.92662666867272","4.58900446868966","3.99594790775261","3.91187085790718","3.87582608266998","3.84658391940617","3.83170090604652","3.79007249052127","3.75160242471979","3.69004358226867","3.61663388823315","4.02376604528539","4.54446852452623","4.43711730765957","4.29089833951032","4.11825762683883","3.94800468523517","3.79396924413896","3.68217797687207","3.62781590627916","3.62288485986949","3.62585558121614","3.60224165650396","3.55253746644734","3.48922306987959","3.39903425731762","3.31397749513294","3.23389829986574",
"Bulgaria","BGR","Urban population growth (annual %)","SP.URB.GROW","3.66872079951218","5.3920718990302","5.19500823882443","5.00810534986433","4.8924145667833","4.67259859467547","3.83387396133519","3.27479913829954","3.29485482773757","3.28048931551705","3.10516005708351","2.55649595079534","2.43041155052385","2.43534807396661","2.53961171872242","2.31132305140306","2.09400773154542","2.04853407254407","1.61157262648441","1.59954306028113","1.83623200862866","1.13999466966288","1.09290705321902","1.03720350328843","1.01078339076291","0.761598859875926","0.604721481068423","0.679531993428453","0.640477407473751","-0.64927961471818","-1.28716661945731","-0.479518197028389","-0.567024807164119","-0.389884232107096","-0.00299772672412765","-0.112909661385166","-0.184328578923461","-0.279961453121171","-0.341007758629749","-0.2354107177821","-0.171157650642926","-1.60386362919759","-1.65443211908207","-0.282796714742491","-0.249495596294176","-0.254448057069833","-0.267690118865882","-0.248678761764876","-0.220466620603334","-0.169290725144742","-0.188314947521283","-0.177597398592412","-0.116335428781667","-0.0975440850654849","-0.108408405007288","-0.178845947012378","-0.244263619495968","-0.273436795472177",
"Bahrain","BHR","Urban population growth (annual %)","SP.URB.GROW","3.56128400116927","3.3310795606711","3.10103471829913","2.86474503372909","2.65098774674172","2.58898872958215","2.60937095966831","2.52028182899176","2.62183669105534","2.95133643114051","3.43314443253283","3.85381015759512","4.22532147954248","4.71026899853739","5.32103332196613","5.92171930971385","6.52805358932989","6.88825695628982","6.74347342336568","6.0625470995809","5.11969928505494","4.12893116580232","3.36067065694298","2.92884632034033","2.92065185296786","3.18798379740046","3.52695878780554","3.73982404699654","3.77562503892863","3.58035564505179","3.25523843574388","2.9653372196074","2.65785892529652","2.47496835354265","2.46048731255801","2.5305354017009","2.61756574189294","2.76802723927994","3.10324050869797","3.65111141961406","4.31065984288015","4.83317322685245","5.25439375843882","5.7681617953804","6.37833301175319","6.93040832686246","7.53326150829824","7.81444531520254","7.36999545357297","6.18336292196817","4.66599609819602","3.03884392413877","1.77795282523374","1.24394321988696","1.67281423441557","2.71310692349667","3.91502414637413","4.72939238665936",
"Bahamas, The","BHS","Urban population growth (annual %)","SP.URB.GROW","6.05252398954535","6.20402194191894","6.2756789078419","6.22381203399909","6.02754332286674","5.75696013286645","5.50326028132472","5.24853332454386","4.92123527899123","4.51181677543349","4.0723238768942","3.61825298274912","3.23373580381683","2.98104551329663","2.90175390455493","2.93567810612956","3.00101841935636","3.03110445561451","3.06558095720429","3.05544765473951","3.07075360968452","3.23169326517709","3.22065718467553","3.15850733593548","3.04920620991789","2.9111929712537","2.7499300669794","2.61630343434132","2.53110926286614","2.50769339132703","2.46246953838633","2.13388095857726","2.18527696325524","2.15274131879313","2.00462396893264","1.80355000982371","1.56129796366909","1.37987330471678","1.33490392924885","1.46396342828654","1.68382708681751","1.79636075228116","2.01952289706506","2.16016880971798","2.17563227442796","2.11415998765121","2.03021475195019","1.96745755256109","1.88701096989909","1.80794558934328","1.72104944725051","1.63670757107356","1.54914139022538","1.46583166299388","1.38516611151223","1.30877432567746","1.23325343848161","1.16212242385941",
"Bosnia and Herzegovina","BIH","Urban population growth (annual %)","SP.URB.GROW","5.11624453463258","5.26881954725282","5.69001657671669","5.60860441178731","5.46114453707527","5.24325922097693","5.02619927661427","4.83459898568129","4.69051403913604","4.60516655109398","4.58478774757317","4.41342433890023","3.94012297961432","3.8925987698976","3.82460252545477","3.72773947018727","3.62098925044695","3.51647456926301","3.45971470652018","3.45159964397634","3.47343238616648","3.07315569519921","1.90028841557076","1.88496357414256","1.86902824539779","1.82316716862181","1.8567786698794","1.8342555179104","1.52413883514123","0.825687958054969","-0.109253371121309","-1.24388386043586","-2.29891821955673","-2.85909177960808","-2.69574062237755","-1.93283686089961","-0.897579044702757","0.0136979650375775","0.700589870697225","0.979089855699719","0.947675744457514","0.859568762444982","0.857230524390784","0.823017613802363","0.785161229270525","0.730095491613513","0.663876684622058","0.573036059161561","0.436712333085914","0.253905301822541","0.0471890940605789","-0.196571340749993","-0.411213883702593","-0.501006121362525","-0.39996181568483","-0.137553663715009","0.18579639621878","0.471503556989648",
"Belarus","BLR","Urban population growth (annual %)","SP.URB.GROW","4.44090851495875","4.29039493600466","4.318184874286","4.30511265634932","4.26135025275335","4.00171590698378","3.95084828804452","3.91381898466371","3.85058293504941","3.74076391726701","3.76688115819394","3.82967754290745","3.73106360345484","3.58848447973254","3.42853725718101","2.95673278820148","2.84080051516485","2.85880181101967","2.90506255451072","2.72431350756674","2.57266813025215","2.59634849745539","2.53557538917126","2.49385987519765","2.44388225687751","2.33850685239952","2.32190513212764","2.273549697823","1.84303720720553","1.38850201554193","0.788636903337711","0.64292750841626","0.804436168747235","0.805812133868787","0.455881906982674","0.24520331197263","0.226723529513906","0.129179924275113","0.0717824622400188","0.18280521657606","0.233049857909096","0.177758874835104","0.0437902653407329","-0.0310542387708375","-0.0234149555735391","-0.0354759540457049","0.0241953648181244","0.166805781560358","0.270915781365443","0.380166357741498","0.501480521478588","0.505029506160269","0.583048034751246","0.676845731653808","0.736117172710349","0.793590772278005","0.74548910200434","0.673928015587619",
"Belize","BLZ","Urban population growth (annual %)","SP.URB.GROW","2.52868783954963","2.25425491746624","2.21416997867137","2.23391196578248","2.27151535033745","2.32885495492051","2.4021449867804","2.41768495168966","2.34389693653403","2.1152647103033","1.88212242734898","1.80319840158494","1.55718851905955","1.36035535515715","1.23018511905977","1.16140431707548","1.08890758192908","1.03618718750435","1.11392967075238","1.35054585177866","1.66749629514847","1.9506434065818","2.24260079575183","2.42248945740608","2.47044800031458","2.41839946352093","2.38330425332921","2.36723899238676","2.26697469371638","2.04987245801954","1.80221818223392","1.4774282084388","1.2068950780625","1.23355710140638","1.58173834691956","2.13326837193026","2.73587491472897","3.18623017573614","3.3841386705932","3.26417577034363","3.00435290581249","3.01615038358895","2.75563862776413","2.56872320337099","2.5155760473695","2.5325598542912","2.56572226462307","2.56298392992777","2.52852428429025","2.46686754521116","2.37929232463202","2.33071186739775","2.29534926954172","2.27657173265916","2.27608369214322","2.29287924836514","2.30739384452027","2.31623953316946",
"Bermuda","BMU","Urban population growth (annual %)","SP.URB.GROW","1.35143320246664","2.44728565187257","2.38882151746954","2.33308567626953","2.48459985865308","2.42436116099929","1.78046246335067","1.94180858571015","1.90481949706944","1.86921330121525","1.83491386681966","-0.729930248161161","-0.735297430525881","-0.74074412778618","-0.74627212015896","-0.751883241402734","0.376648279547686","0.375234961855037","0.373832211060716","0.372439909098249","1.60416457391691","0.692675026178103","0.7221816199964","0.86372294648436","0.877596796055706","0.838331433559174","0.847047416643607","0.810550210949636","0.857177612350038","0.843094730107372","0.820876764965184","-0.515434569953426","-0.724394406970366","0.536148682303024","0.693566173613527","0.715572569423702","0.639001131559139","0.610152275091168","0.734522406498618","0.55961136976709","0.890208773614165","1.07933521651731","0.650636983025823","0.654327136303748","0.653211310145151","0.647413398667903","0.573530641034438","0.564095738182979","0.591576774606153","0.554585139879867","-0.783118104363585","-0.863616495823483","0.361775877335588","0.312791570829084","0.212079378706482","0.153400143597339","0.156226100085156","0.152926273476008",
